video,lang,link,time_start,time_end,slo,eng
Joker Out for Večer Portal,SLO,https://youtu.be/3_QTIoxo3VY,"00:08:25,935","00:08:28,135","Joker Out, močno držimo pesti za vas.","Joker Out, our fingers are crossed for you."
Joker Out for Večer Portal,SLO,https://youtu.be/3_QTIoxo3VY,"00:08:28,160","00:08:29,560",Hvala. - Jes. - Ne dvomimo v vas.,Thank you. - Yes. - We have no doubt in you.
Joker Out for Večer Portal,SLO,https://youtu.be/3_QTIoxo3VY,"00:08:30,520","00:08:33,055",Se vidimo v Liverpoolu. - Se vidimo.,See you in Liverpool. - See you.
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:00,015","00:00:05,867",Kako se po sedmih mesecih zdaj oziraš nazaj na vaše evrovizijsko potovanje?,How do you feel looking back on your Eurovision journey after seven months?
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:06,734","00:00:12,296","Ja, oziram se, po mojem, da precej enako, kakor sem se oziral po enem mesecu.","Yes, I feel I am looking back at it, I think, in rather the same way as I did after a month."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:12,781","00:00:17,351",Še vedno se z zelo lepimi spomini vrnem na Evrovizijo.,I still look back on Eurovision with very fond memories.
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:18,382","00:00:21,745","Veliko se je zgodilo od takrat, moram reči,","A lot has happened since then, I have to say,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:21,769","00:00:27,750","ogromno enih uspehov, ki smo si jih pred Evrosongom najbolj na svetu želeli.","a lot of the successes that we wanted more than anything before Eurovision,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:28,594","00:00:31,832","Pa si nismo 100 % upali verjeti, da se res lahko zgodijo.",but we didn't 100% dare to believe that they could really happen.
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:32,730","00:00:39,286","Tako da zdaj vidimo, da je pač bilo to obdobje en tak katapult, ki nam ga je poslalo vesolje.",So now we see that this period was just like a catapult sent to us by the universe.
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:39,817","00:00:41,161","Tako da, evo.","So, this."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:41,598","00:00:43,793",Kaj vse vam je v bistvu dala Evrovizija?,What has Eurovision really given you?
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:44,528","00:00:51,504","Ja, predvsem nam je dala možnost, da smo se v zelo kratkem obdobju pokazali tako veliko številu ljudi,","Yes, above all it gave us the opportunity to show ourselves to so many people in a very short time,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:52,950","00:00:56,766","da smo lahko naredili vse,",to do everything we can
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:00:56,790","00:01:03,774","da bi jih prepričali v to, da smo en band, ki obstaja na odrih,","to convince them that we're a band that exists on stage,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:03,798","00:01:08,606","ki lahko naredi dober koncert, ki je vreden poslušanja in...",that can put on a good show that's worth listening to and...
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:09,490","00:01:13,526","Evo, zbrali smo dovolj publike, da smo lahko začeli potovati okoli po svetu.","Look, we've gathered enough of an audience to start travelling around the world."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:14,285","00:01:21,290","Glih to, razprodane Stožice, za tuje turneje, zdaj London, kaj vas vse še čaka?","That's it, sold out Stožice, international tour, now London, what's in store for you?"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:22,309","00:01:30,394","Čaka nas zanimivo 2024, ki bo v bistvu še recimo da najbolj polno nekih novih izzivov.","We have an interesting 2024 ahead of us, which will be, let's say, full of new challenges."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:32,957","00:01:37,213",Pač Evrovizija seveda in vse kar se po tem zgodi je eno tako zelo burno obdobje,"Eurovision, of course, and everything that happens after that, is such a turbulent period"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:37,238","00:01:40,856",in ko se vse to zgodi v kratkem času je to,and when all of that happens in a short period of time it's
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:41,473","00:01:44,957",redko oziroma težko ponovit recimo temu ali pa nadaljevat s tem.,"rare or difficult to repeat it, let's say, or to continue to do so."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:46,183","00:01:49,422","Na srečo smo uspeli dobiti okrog sebe dobro ekipo,","Fortunately, we managed to surround ourselves with a good team,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:49,446","00:01:53,277","tako da naslednje leto se za prve dva meseca selimo v London, ustvarjati novo muziko.",so next year we're moving to London for the first two months to make new music.
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:54,101","00:01:56,436","Se malo umaknit od vsega,","Get away from everything for a bit,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:01:56,469","00:02:02,855","spet prevetriti možgane in videti, kaj nam je ves ta kaos pozitiven prinesel v glavah, ne.","to clear our minds again and see what all this chaos has brought us, in a positive way."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:03,911","00:02:07,011",Potem se marca podamo na enomesečno turnejo po Evropi.,Then in March we go on a month-long tour in Europe.
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:09,136","00:02:14,445","Aprila se bomo vrnili v studio, kjer smo posneli Carpe Diem v Hamburg najverjetne,","In April, we'll most likely return to the studio where we recorded 'Carpe Diem', in Hamburg,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:14,469","00:02:16,097",da posnamemo tretji album.,to record the third album.
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:16,930","00:02:22,976",Potem pa nas čaka vihravo poletje festivalskih koncertov in,And then we have a hectic summer of festivals and
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:23,000","00:02:25,976","potem upam, da krajši počitek",then hopefully a short rest
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:26,000","00:02:29,830",in nadaljevanje evropske oziroma širše turneje.,"and back to the European, or even broader, tour."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:30,691","00:02:35,523","Pa še zadnje, zdaj, ko si izkušen maček... - Ja. - Ja.","One last thing, now that you're a veteran... - Yes. - Yes."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:35,547","00:02:40,816","Kakšen je tvoj nek nasvet Raiven, pred to evrovizijsko?","What advice do you have for Raiven, before this Eurovision?"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:41,270","00:02:47,043","Da naj bo to, kar je, taka floskula, ki jo vsi vedno povejo, ampak to je res.","To be herself. It's the kind of cliché that everybody always says, but it's true."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:47,254","00:02:52,281","Raiven poznam, imam to čast in srečo, da jo poznam kot prijateljico v prvi vrsti","I know Raiven, I have the honour and luck to know her as a friend, in the first place,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:52,305","00:02:56,183","in vem, da je krasna oseba, izvrstna umetnica,","and I know that she is a wonderful person, a wonderful artist,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:57,230","00:02:59,703","in seveda pač pevka, glasbenica.","and, of course, singer, musician."
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:02:59,727","00:03:04,808","Tako da ta oder zanjo ne bo nič kaj bolj zastrašujoč,",So this stage is not going to be any more intimidating for her
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:03:05,089","00:03:08,023","si bi mislil, kakor recimo kakšen operni oder,","than, let's say, one would think of an opera stage,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:03:08,047","00:03:13,920","ki se mi mogoče zdi največja taka pošast iz omare za enega glasbenika, ne.","which, I think, might be the real monster in the closet for a musician, right?"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:03:14,950","00:03:18,504","Tako da nič, no, naj maksimalno uživa, naj se ne boji,","So, nothing. Well, she should enjoy it to the fullest, she shouldn't be afraid,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:03:18,528","00:03:23,170","pa naj se zaveda, da jo ima evrovizijsko občinstvo že zelo, zelo rado iz prejšnjih let, no.","and she should be aware that the Eurovision audience already likes her very, very much from previous years,"
Bojan Cvjetićanin looking back on Eurovision,SLO,https://www.youtube.com/watch?v=DMIaleliugs,"00:03:23,195","00:03:25,000",Tako da je pričakovan izvajalec.,so she's the expected performer.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:00,000","00:00:03,232","Joker Out so presenetili dve srednješolki,","Joker Out surprised two high school students,"
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:03,296","00:00:07,941",odpeljali so se na Srednjo šolo za gostinstvo in turizem v štajersko prestolnico,by going to the High School of Hospitality and Tourism in the Styrian capital
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:07,966","00:00:12,670","in podelili tri vstopnice za svoj koncert v Mariboru, ki bo konec decembera.",and giving away three tickets for their concert in Maribor at the end of December.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:12,860","00:00:15,321","Hej, kaj zdaj Maribor, končno pridemo nazaj.","Hey, what's up Maribor, we're finally coming back."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:15,490","00:00:19,710",Podarjamo dve vstopnici za naš koncert 27. decembera v Mariboru.,We're giving away two tickets for our concert on December 27 in Maribor.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:20,230","00:00:21,790",V komentar tegaj dva prijatelja.,Tag two friends in the comments
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:22,771","00:00:25,751",Nagradna igra traja do 29. novembra.,The competition ends on November 29.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:26,486","00:00:29,070","Ja, res je. - Karte vam pa mi osebno pripeljemo.","Yes, it's true. - And we'll bring the tickets to you personally."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:29,470","00:00:30,690","Ja, se vidimo v Taboru.","Yes, see you in Tabor (Hall)."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:32,230","00:00:34,669",Danes bomo izvedli prav posebno presenečenje.,"Today, we're going to make a very special surprise."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:34,733","00:00:39,370",Prvič kadarkoli prišli na srednjo šolo in podelili karte za svoj koncert.,"For the first time ever, we're coming to a high school to give away tickets for our concert."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:39,435","00:00:44,900","Slišali smo, da imamo na tej šoli dve največji fenici Štajerske.",We heard that there are two of the biggest fans from Styria in this school.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:45,130","00:00:46,146",Dober dan.,Hello.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:47,084","00:00:49,985","A sta tukaj slučajno, kakšna Teja in Sanja?","Are there, by any chance, any Teja and Sanja?"
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:50,010","00:00:53,566","Mi smo slišali, da ste vi dve največji fenici Štajerske, baje.","We heard that you are the two biggest fans from Styria, allegedly."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:54,443","00:00:55,886",Baje smo to čuli.,Rumor has it.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:55,911","00:00:58,335","Baje smo to čuli, ja. A je to res?","Rumor has it, yes. Is that true?"
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:00:59,362","00:01:01,870",Ne. - Ne... da bi vedela.,No. - Not... that I know.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:02,785","00:01:04,332",Ne da bi vedela.,Not that I know.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:06,045","00:01:07,901","Seveda, da smo. - Ste, ne?","Of course we are. - You are, right?"
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:07,926","00:01:09,211",Ja. - Okej.,Yes. - Okay.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:09,236","00:01:10,790",To je karta za koncert. - V kuverti lepo.,These are the concert tickets. - In a nice envelope.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:10,814","00:01:11,945",Hvala. - Hvala lepa.,Thank you. - Thank you very much.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:11,970","00:01:13,248",Nas zelo veseli.,We are very glad.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:14,490","00:01:15,285",Hvala. - Živjo.,Thank you. - Hi.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:15,310","00:01:18,810","Tako so stopili priljubljeni Joker Outi in nagovorili oboževalki,","So the beloved Joker Out came in and spoke to the fans,"
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:18,870","00:01:23,206",ki sta bili ob njihovem vstopu presenečeni in ostali skoraj da brez besed.,who were surprised and almost speechless when they walked in.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:23,410","00:01:25,736",Malo presenedljivo je bilo.,It was a bit surprising.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:26,230","00:01:28,581","Smo mislili, da smo v kakih težavah, ne.","We thought we were in some trouble, right?"
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:30,266","00:01:31,983",Pa... - Šokantno. - Ja.,And... - Shocking. -Yes.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:32,190","00:01:33,262",Šokantno.,Shocking.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:33,610","00:01:35,312",Je nepričakovano.,It's unexpected.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:35,599","00:01:36,485",Zelo.,Very.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:36,676","00:01:37,676",Kaj pričakujeta?,What are you expecting?
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:38,130","00:01:39,753",Veliko zabavo.,A big party.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:40,380","00:01:41,490",Pa dober koncert.,And a good concert.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:43,030","00:01:44,472",In veliko žuranja z...,And lots of partying with...
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:45,681","00:01:47,485","Ne vem, lepo je videti vesele obraze.","I don't know, it's nice to see happy faces."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:47,510","00:01:51,415","Sploh takole, ko prideš v učilnico, pa te ne pričakujejo.","Especially like this, when you come into a classroom and they're not expecting you."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:52,155","00:01:54,706","Jaz bi šel spet v srednjo šolo. - A bi šel lahko, ne? - Ja, ja.","I'd go back to high school. - You could, right? - Yes, yes."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:54,731","00:01:57,290",Pa dobro šolo smo izbrali. - Dobro šolo smo izbrali.,And what a school we've chosen. - What a school we've chosen.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:01:57,630","00:01:59,001",Kanapejčke nam pripravljajo.,They're making us canapés.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:00,131","00:02:05,000","Kot so dejali Joker Outi, želijo narediti vedno nekaj posebnega za njihove obožavalce.","As Joker Out said, they always want to do something special for their fans."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:05,270","00:02:07,955",Tokrat so želeli ustvariti nepozabno izkušnjo.,This time they wanted to create an unforgettable experience.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:08,082","00:02:08,630",In so jo.,And they did.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:08,990","00:02:11,705","Kot pravijo, je bil trenutek poseben tudi zanje.","As they say, it was a special moment for them too."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:11,730","00:02:18,021","Ne zgodi se, se verjetno vsakič, da bi prav osebno prišli in izročili vstopnice vašim fenom.",It's probably not common that you personally show up and hand the tickets over to your fans.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:18,421","00:02:19,221",Ne.,No.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:19,961","00:02:24,250","Pravzaprav... Sicer smo imeli ta sistem, da smo osebno nekaj prinesli.",Actually... We did this thing of personally bringing something before.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:24,470","00:02:29,830",Leta 2020 smo šli svoj merchandise peljati po Sloveniji.,"In 2020, we went to deliver our merchandise around Slovenia."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:30,124","00:02:32,705",Ampak zdaj se pa že nekaj časa nismo take akcije udeležili.,But we haven't taken part in such initiatives in a while.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:32,730","00:02:36,590","Tako da smo veseli, da smo prišli v eno tako, tudi za nas zelo sveže okolje.","So we are happy to have participated in one, which is also a breath of fresh air for us."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:36,847","00:02:38,205",Tako se še pošalijo.,That's how they joke.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:38,230","00:02:42,105",Sicer pa je pred njimi velika evropska turneja 2024.,"Anyway, they have a big European tour coming up in 2024."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:42,130","00:02:46,336","Mi smo v resnici zelo, zelo veliko igrali v Mariboru.","We actually had many, many gigs in Maribor."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:46,361","00:02:52,114","In smo se vedno z največjem veseljem vračali, ker je publika izjemno topla pa izjemno sproščena.","And we've always been very happy to come back, because the audience is very warm and very relaxed."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:53,052","00:02:55,656",Zelo veliko radi dajo nazaj.,They like to give back the enrgy to the stage very much.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:02:56,967","00:03:00,717",In to bo naš največji solo koncert v Mariboru.,And this will be our biggest solo concert in Maribor.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:01,530","00:03:03,657","Dvorana Tabor smo slišali, da je veliki izziv.","Tabor Hall, we heard, is a big challenge."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:03,872","00:03:06,065","In se ga vsaj, se ga seveda veselimo.","And, of course, we're looking forward to it."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:06,090","00:03:09,355",Ampak to bo ena fina pobožična zabavica.,But it's going to be a nice post-Christmas party.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:10,370","00:03:16,445","Tako da jaz sem res srečen, da bomo to letošnje leto kljub vsemu, kar se nam je zgodilo.","So, I'm really happy that this year, despite everything that has happened to us..."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:16,470","00:03:19,261","Ogromno smo potovali, ogromno smo novega doživeli.","We've travelled a lot, we've experienced a lot of new things."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:19,286","00:03:22,430",Ampak da bomo to leto zaključili pač na domačih tleh.,But we're going to finish this year in Slovenia.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:22,950","00:03:24,145",Z domačimi feni.,With local fans.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:24,170","00:03:26,065","Tako da bo glasno in bo lepo, ne.","So it's gonna be loud and it's gonna be nice, right?"
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:26,090","00:03:29,870","Ne vem, ne vem. Menili smo se nekaj, da bi en božični komad odigrali?","I don't know, I don't know. We were thinking of playing one Christmas song."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:30,110","00:03:31,190",Vsaj en. - Vsaj enega.,At least one. - At least one.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:31,215","00:03:33,387",Če ne deset. - Nismo se še mogli odločiti katerega.,If not ten. - We haven't been able to decide which one.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:34,239","00:03:35,279",Ampak...,But...
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:36,464","00:03:38,298","Pomoje bo kakšno presenečenje, no. - Bo, bo.","I think there's going to be a surprise, right? - There will be, there will be."
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:38,323","00:03:40,078",A še vedno ostajajo skrivnostni.,But they remain mysterious.
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:40,410","00:03:44,126",Druženje s feni in fenicami na Srednji šoli za gostinstvo in turizem,They hung out with the fans from the High School of Hospitality and Tourism
Joker Out z obiskom na šoli presenetili največji oboževalki s Štajerske,SLO,https://www.youtube.com/watch?v=IoQTIdj0WlA,"00:03:44,150","00:03:46,711",pa zaključijo v sproščenem vzdušju.,and wrapped it up in a relaxed atmosphere.
